,query,results,error
212,"PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  owl: <http://www.w3.org/2002/07/owl#>
PREFIX  dbo: <http://dbpedia.org/ontology/>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
SELECT DISTINCT ?iri WHERE {
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Wärtsilä tukeminen"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Wärtsilä tukeminen""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Wärtsilä tukeminen""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Wärtsilä Tukeminen"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Wärtsilä Tukeminen""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Wärtsilä Tukeminen""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Wärtsilä tukeminen"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Wärtsilä tukeminen""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Wärtsilä tukeminen""@fi }
 ?iri a owl:Thing .
} ",0.0,
213,"PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  owl: <http://www.w3.org/2002/07/owl#>
PREFIX  dbo: <http://dbpedia.org/ontology/>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
SELECT DISTINCT ?iri WHERE {
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""asiakas"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""asiakas""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""asiakas""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Asiakas"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Asiakas""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Asiakas""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Asiakas"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Asiakas""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Asiakas""@fi }
 ?iri a owl:Thing .
} ",0.0,
214,"PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  owl: <http://www.w3.org/2002/07/owl#>
PREFIX  dbo: <http://dbpedia.org/ontology/>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
SELECT DISTINCT ?iri WHERE {
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""tukeminen asiakas"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""tukeminen asiakas""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""tukeminen asiakas""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Tukeminen Asiakas"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Tukeminen Asiakas""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Tukeminen Asiakas""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Tukeminen asiakas"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Tukeminen asiakas""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Tukeminen asiakas""@fi }
 ?iri a owl:Thing .
} ",0.0,
215,"PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  owl: <http://www.w3.org/2002/07/owl#>
PREFIX  dbo: <http://dbpedia.org/ontology/>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
SELECT DISTINCT ?iri WHERE {
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""tukee asiakas"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""tukee asiakas""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""tukee asiakas""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Tukee Asiakas"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Tukee Asiakas""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Tukee Asiakas""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Tukee asiakas"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Tukee asiakas""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Tukee asiakas""@fi }
 ?iri a owl:Thing .
} ",0.0,
216,"PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  owl: <http://www.w3.org/2002/07/owl#>
PREFIX  dbo: <http://dbpedia.org/ontology/>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
SELECT DISTINCT ?iri WHERE {
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Wärtsilä tukeminen asiakas"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Wärtsilä tukeminen asiakas""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Wärtsilä tukeminen asiakas""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Wärtsilä Tukeminen Asiakas"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Wärtsilä Tukeminen Asiakas""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Wärtsilä Tukeminen Asiakas""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Wärtsilä tukeminen asiakas"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Wärtsilä tukeminen asiakas""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Wärtsilä tukeminen asiakas""@fi }
 ?iri a owl:Thing .
} ",0.0,
217,"PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  owl: <http://www.w3.org/2002/07/owl#>
PREFIX  dbo: <http://dbpedia.org/ontology/>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
SELECT DISTINCT ?iri WHERE {
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Wärtsilä tukee asiakas"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Wärtsilä tukee asiakas""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Wärtsilä tukee asiakas""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Wärtsilä Tukee Asiakas"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Wärtsilä Tukee Asiakas""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Wärtsilä Tukee Asiakas""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Wärtsilä tukee asiakas"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Wärtsilä tukee asiakas""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Wärtsilä tukee asiakas""@fi }
 ?iri a owl:Thing .
} ",0.0,
218,"PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  owl: <http://www.w3.org/2002/07/owl#>
PREFIX  dbo: <http://dbpedia.org/ontology/>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
SELECT DISTINCT ?iri WHERE {
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""toimitettu"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""toimitettu""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""toimitettu""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Toimitettu"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Toimitettu""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Toimitettu""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Toimitettu"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Toimitettu""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Toimitettu""@fi }
 ?iri a owl:Thing .
} ",0.0,
219,"PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  owl: <http://www.w3.org/2002/07/owl#>
PREFIX  dbo: <http://dbpedia.org/ontology/>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
SELECT DISTINCT ?iri WHERE {
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""asiakas toimitettu"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""asiakas toimitettu""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""asiakas toimitettu""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Asiakas Toimitettu"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Asiakas Toimitettu""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Asiakas Toimitettu""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Asiakas toimitettu"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Asiakas toimitettu""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Asiakas toimitettu""@fi }
 ?iri a owl:Thing .
} ",0.0,
220,"PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  owl: <http://www.w3.org/2002/07/owl#>
PREFIX  dbo: <http://dbpedia.org/ontology/>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
SELECT DISTINCT ?iri WHERE {
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""asiakasta toimitettu"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""asiakasta toimitettu""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""asiakasta toimitettu""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Asiakasta Toimitettu"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Asiakasta Toimitettu""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Asiakasta Toimitettu""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Asiakasta toimitettu"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Asiakasta toimitettu""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Asiakasta toimitettu""@fi }
 ?iri a owl:Thing .
} ",0.0,
221,"PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  owl: <http://www.w3.org/2002/07/owl#>
PREFIX  dbo: <http://dbpedia.org/ontology/>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
SELECT DISTINCT ?iri WHERE {
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""tukee asiakas toimitettu"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""tukee asiakas toimitettu""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""tukee asiakas toimitettu""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Tukee Asiakas Toimitettu"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Tukee Asiakas Toimitettu""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Tukee Asiakas Toimitettu""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Tukee asiakas toimitettu"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Tukee asiakas toimitettu""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Tukee asiakas toimitettu""@fi }
 ?iri a owl:Thing .
} ",0.0,
222,"PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  owl: <http://www.w3.org/2002/07/owl#>
PREFIX  dbo: <http://dbpedia.org/ontology/>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
SELECT DISTINCT ?iri WHERE {
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""tukee asiakasta toimitettu"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""tukee asiakasta toimitettu""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""tukee asiakasta toimitettu""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Tukee Asiakasta Toimitettu"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Tukee Asiakasta Toimitettu""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Tukee Asiakasta Toimitettu""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Tukee asiakasta toimitettu"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Tukee asiakasta toimitettu""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Tukee asiakasta toimitettu""@fi }
 ?iri a owl:Thing .
} ",0.0,
223,"PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  owl: <http://www.w3.org/2002/07/owl#>
PREFIX  dbo: <http://dbpedia.org/ontology/>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
SELECT DISTINCT ?iri WHERE {
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""järjestelmä"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""järjestelmä""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""järjestelmä""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Järjestelmä"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Järjestelmä""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Järjestelmä""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Järjestelmä"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Järjestelmä""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Järjestelmä""@fi }
 ?iri a owl:Thing .
} ",0.0,
224,"PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  owl: <http://www.w3.org/2002/07/owl#>
PREFIX  dbo: <http://dbpedia.org/ontology/>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
SELECT DISTINCT ?iri WHERE {
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""toimitettu järjestelmä"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""toimitettu järjestelmä""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""toimitettu järjestelmä""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Toimitettu Järjestelmä"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Toimitettu Järjestelmä""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Toimitettu Järjestelmä""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Toimitettu järjestelmä"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Toimitettu järjestelmä""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Toimitettu järjestelmä""@fi }
 ?iri a owl:Thing .
} ",0.0,
225,"PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  owl: <http://www.w3.org/2002/07/owl#>
PREFIX  dbo: <http://dbpedia.org/ontology/>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
SELECT DISTINCT ?iri WHERE {
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""toimitetun järjestelmä"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""toimitetun järjestelmä""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""toimitetun järjestelmä""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Toimitetun Järjestelmä"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Toimitetun Järjestelmä""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Toimitetun Järjestelmä""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Toimitetun järjestelmä"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Toimitetun järjestelmä""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Toimitetun järjestelmä""@fi }
 ?iri a owl:Thing .
} ",0.0,
226,"PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  owl: <http://www.w3.org/2002/07/owl#>
PREFIX  dbo: <http://dbpedia.org/ontology/>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
SELECT DISTINCT ?iri WHERE {
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""asiakasta toimitettu järjestelmä"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""asiakasta toimitettu järjestelmä""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""asiakasta toimitettu järjestelmä""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Asiakasta Toimitettu Järjestelmä"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Asiakasta Toimitettu Järjestelmä""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Asiakasta Toimitettu Järjestelmä""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Asiakasta toimitettu järjestelmä"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Asiakasta toimitettu järjestelmä""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Asiakasta toimitettu järjestelmä""@fi }
 ?iri a owl:Thing .
} ",0.0,
227,"PREFIX skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  owl: <http://www.w3.org/2002/07/owl#>
PREFIX  dbo: <http://dbpedia.org/ontology/>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
SELECT DISTINCT ?iri WHERE {
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""asiakasta toimitetun järjestelmä"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""asiakasta toimitetun järjestelmä""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""asiakasta toimitetun järjestelmä""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Asiakasta Toimitetun Järjestelmä"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Asiakasta Toimitetun Järjestelmä""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Asiakasta Toimitetun Järjestelmä""@fi }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Asiakasta toimitetun järjestelmä"" }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Asiakasta toimitetun järjestelmä""@en }
 UNION
 { ?iri skos:prefLabel|rdfs:label|skos:altLabel|foaf:givenName|foaf:name|foaf:surname ""Asiakasta toimitetun järjestelmä""@fi }
 ?iri a owl:Thing .
} ",0.0,
